Directed Walk,DT, DT, DT, DT
,243767,4942,1000,3942
,243846,4896,1000,3896
,243742,4914,1000,3914
,243862,4965,1000,3965
,244032,4958,1000,3958
,243817,4945,1000,3945
,243940,4914,1000,3914
,243515,4929,1000,3929
,243878,4907,1000,3907
,243523,4892,1000,3892
Avg of 1000




