Random Walk, DT, DT, DT, DT
,13355,8730,8124,606
Avg of 800
,15135,8802,8124,678
,14965,8795,8124,671
,14892,8812,8124,688
,14897,8807,8124,683
,15193,8795,8124,671
,14920,8814,8124,690
,15108,8793,8124,669
,14930,8819,8124,695
,14924,8824,8124,700
,14758,8847,8124,723
Avg of 900
,16239,8934,8124,810
,16530,8891,8124,767
,16819,8859,8124,735
,16435,8895,8124,771
,17302,8806,8124,682
,16801,8878,8124,754
,16561,8918,8124,794
,16465,8897,8124,773
,16720,8908,8124,784
,16559,8896,8124,772
Avg of 1000
Random Walk, Stack3, Stack3, Stack3, Stack3
,1784,8198,8124,74
,1876,8173,8124,49
,1817,8172,8124,48
,1657,8200,8124,76
,1726,8191,8124,67
,1766,8184,8124,60
,1823,8186,8124,62
,1758,8196,8124,72
,1874,8179,8124,55
,1830,8174,8124,50
Avg of 100
,3497,8248,8124,124
,3420,8271,8124,147
,3369,8282,8124,158
,3431,8257,8124,133
,3672,8234,8124,110
,3399,8262,8124,138
,3456,8251,8124,127
,3614,8235,8124,111
,3475,8242,8124,118
,3606,8240,8124,116
Avg of 200
,5220,8323,8124,199
,5401,8313,8124,189
,5149,8361,8124,237
,5313,8309,8124,185
,5239,8328,8124,204
,5204,8319,8124,195
,5327,8294,8124,170
,5182,8331,8124,207
,5327,8313,8124,189
,5349,8301,8124,177
Avg of 300
,7266,8333,8124,209
,7223,8360,8124,236
,7058,8372,8124,248
,7030,8381,8124,257
,6940,8409,8124,285
,6943,8417,8124,293
,7070,8382,8124,258
,7195,8390,8124,266
,6803,8428,8124,304
,7152,8380,8124,256
Avg of 400
,8865,8448,8124,324
,8901,8449,8124,325
,8638,8450,8124,326
,8701,8449,8124,325
,8716,8454,8124,330
,8845,8427,8124,303
,8650,8459,8124,335
,8965,8426,8124,302
,8765,8453,8124,329
,8901,8421,8124,297
Avg of 500
,10538,8506,8124,382
,10576,8502,8124,378
,10647,8497,8124,373
,10665,8491,8124,367
,10578,8489,8124,365
,10688,8489,8124,365
,10700,8508,8124,384
,10463,8535,8124,411
,10480,8529,8124,405
,10219,8540,8124,416
Avg of 600
,12231,8606,8124,482
,12321,8581,8124,457
,12250,8598,8124,474
,12457,8531,8124,407
,12326,8554,8124,430
,12310,8549,8124,425
,12285,8584,8124,460
,12044,8578,8124,454
,12303,8572,8124,448
,12150,8576,8124,452
Avg of 700
,13713,8680,8124,556
,13759,8658,8124,534
,13852,8673,8124,549
,13960,8617,8124,493
,14232,8646,8124,522
,13997,8662,8124,538
,14127,8637,8124,513
,14073,8648,8124,524
,13765,8692,8124,568
,13975,8663,8124,539
Avg of 800
,15711,8732,8124,608
,15768,8702,8124,578
,15730,8725,8124,601
,15399,8775,8124,651
,15487,8773,8124,649
,15801,8711,8124,587
,15545,8729,8124,605
,15872,8717,8124,593
,15922,8674,8124,550
,15565,8731,8124,607
Avg of 900
,17312,8790,8124,666
,17255,8799,8124,675
,17659,8742,8124,618
,17107,8868,8124,744
,17292,8769,8124,645
,17706,8716,8124,592
,17441,8786,8124,662
,17556,8795,8124,671
,17432,8805,8124,681
,17772,8759,8124,635
Avg of 1000
Random Walk, SV, SV, SV, SV
,1576,8216,8124,92
,1649,8199,8124,75
,1515,8226,8124,102
,1570,8210,8124,86
,1600,8216,8124,92
,1605,8207,8124,83
,1768,8194,8124,70
,1720,8195,8124,71
,1782,8193,8124,69
,1648,8203,8124,79
Avg of 100
,3241,8302,8124,178
,3184,8303,8124,179
,3197,8285,8124,161
,3353,8278,8124,154
,3403,8270,8124,146
,3236,8280,8124,156
,3531,8260,8124,136
,3385,8272,8124,148
,3295,8284,8124,160
,3211,8286,8124,162
Avg of 200
,5043,8357,8124,233
,5088,8364,8124,240
,5136,8343,8124,219
,4998,8354,8124,230
,5270,8312,8124,188
,5023,8343,8124,219
,5186,8342,8124,218
,4951,8357,8124,233
,5102,8353,8124,229
,5001,8359,8124,235
Avg of 300
,6774,8419,8124,295
,6617,8445,8124,321
,6787,8414,8124,290
,6600,8424,8124,300
,6323,8453,8124,329
,6718,8433,8124,309
,6681,8414,8124,290
,6614,8434,8124,310
,6696,8416,8124,292
,6885,8404,8124,280
Avg of 400
,8141,8528,8124,404
,8209,8543,8124,419
,8155,8523,8124,399
,8366,8514,8124,390
,8370,8503,8124,379
,8224,8530,8124,406
,8113,8540,8124,416
,8175,8528,8124,404
,8483,8498,8124,374
,8205,8572,8124,448
Avg of 500
,10110,8567,8124,443
,9882,8623,8124,499
,9942,8577,8124,453
,10085,8580,8124,456
,9772,8613,8124,489
,9724,8612,8124,488
,9958,8606,8124,482
,9932,8622,8124,498
,10385,8541,8124,417
,10056,8577,8124,453
Avg of 600
,11782,8654,8124,530
,11601,8677,8124,553
,11471,8699,8124,575
,11893,8665,8124,541
,11285,8740,8124,616
,11476,8684,8124,560
,11786,8664,8124,540
,11473,8678,8124,554
,11872,8627,8124,503
,11630,8684,8124,560
Avg of 700
,13036,8757,8124,633
,13074,8770,8124,646
,13596,8704,8124,580
,13144,8776,8124,652
,13513,8696,8124,572
,13149,8744,8124,620
,13051,8772,8124,648
,13044,8761,8124,637
,13387,8746,8124,622
,13481,8721,8124,597
Avg of 800
,15211,8800,8124,676
,15056,8793,8124,669
,15003,8785,8124,661
,15192,8807,8124,683
,15297,8823,8124,699
,15105,8804,8124,680
,15200,8777,8124,653
,14919,8835,8124,711
,14988,8807,8124,683
,14823,8832,8124,708
Avg of 900
,16902,8866,8124,742
,16659,8896,8124,772
,16828,8859,8124,735
,16681,8887,8124,763
,16490,8926,8124,802
,16614,8881,8124,757
,16668,8885,8124,761
,16745,8818,8124,694
,16667,8876,8124,752
,16881,8867,8124,743
Avg of 1000
Random Walk, SV2, SV2, SV2, SV2
,1716,8198,8124,74
,1626,8204,8124,80
,1719,8187,8124,63
,1738,8188,8124,64
,1761,8188,8124,64
,1726,8185,8124,61
,1671,8196,8124,72
,1691,8198,8124,74
,1721,8195,8124,71
,1726,8198,8124,74
Avg of 100
,3453,8276,8124,152
,3297,8279,8124,155
,3317,8278,8124,154
,3518,8245,8124,121
,3385,8265,8124,141
,3425,8266,8124,142
,3269,8271,8124,147
,3151,8299,8124,175
,3280,8282,8124,158
,3180,8289,8124,165
Avg of 200
,4961,8360,8124,236
,4906,8359,8124,235
,5161,8331,8124,207
,4875,8359,8124,235
,4907,8357,8124,233
,4980,8362,8124,238
,5038,8341,8124,217
,4909,8357,8124,233
,4918,8357,8124,233
,4987,8361,8124,237
Avg of 300
,6630,8428,8124,304
,6772,8411,8124,287
,6899,8394,8124,270
,6813,8402,8124,278
,6801,8421,8124,297
,6833,8427,8124,303
,7030,8389,8124,265
,6511,8459,8124,335
,6476,8446,8124,322
,6840,8409,8124,285
Avg of 400
,8222,8538,8124,414
,8502,8469,8124,345
,8140,8513,8124,389
,8412,8484,8124,360
,8254,8523,8124,399
,8402,8505,8124,381
,8170,8532,8124,408
,8506,8492,8124,368
,8044,8555,8124,431
,8063,8536,8124,412
Avg of 500
,9763,8609,8124,485
,10036,8585,8124,461
,9868,8596,8124,472
,9938,8592,8124,468
,9960,8583,8124,459
,10026,8561,8124,437
,10174,8558,8124,434
,9877,8601,8124,477
,10307,8525,8124,401
,10099,8579,8124,455
Avg of 600
,11761,8629,8124,505
,11624,8652,8124,528
,11943,8628,8124,504
,11496,8673,8124,549
,11749,8636,8124,512
,11782,8640,8124,516
,11695,8653,8124,529
,11505,8686,8124,562
,11494,8688,8124,564
,11450,8685,8124,561
Avg of 700
,13161,8768,8124,644
,13161,8745,8124,621
,13409,8710,8124,586
,13639,8677,8124,553
,13430,8719,8124,595
,13113,8763,8124,639
,13424,8757,8124,633
,13318,8735,8124,611
,13384,8741,8124,617
,12938,8780,8124,656
Avg of 800
,15183,8781,8124,657
,15192,8774,8124,650
,15169,8807,8124,683
,14890,8840,8124,716
,15216,8744,8124,620
,15079,8786,8124,662
,14889,8816,8124,692
,14970,8824,8124,700
,15226,8793,8124,669
,14947,8836,8124,712
Avg of 900
,16730,8846,8124,722
,16718,8838,8124,714
,16544,8892,8124,768
,16800,8847,8124,723
,16638,8913,8124,789
,16747,8863,8124,739
,16692,8901,8124,777
,16658,8909,8124,785
,16378,8901,8124,777
,16551,8899,8124,775
Avg of 1000
Random Walk, SVM, SVM, SVM, SVM
,1848,8154,8124,30
,1782,8171,8124,47
,1861,8162,8124,38
,1822,8160,8124,36
,1816,8168,8124,44
,1851,8155,8124,31
,1875,8153,8124,29
,1877,8156,8124,32
,1836,8166,8124,42
,1811,8171,8124,47
Avg of 100
,3594,8219,8124,95
,3580,8194,8124,70
,3531,8214,8124,90
,3618,8196,8124,72
,3537,8209,8124,85
,3700,8189,8124,65
,3644,8203,8124,79
,3613,8210,8124,86
,3484,8223,8124,99
,3651,8194,8124,70
Avg of 200
,5383,8257,8124,133
,5528,8226,8124,102
,5492,8236,8124,112
,5367,8248,8124,124
,5471,8241,8124,117
,5245,8267,8124,143
,5332,8244,8124,120
,5507,8240,8124,116
,5351,8263,8124,139
,5590,8224,8124,100
Avg of 300
,7273,8276,8124,152
,7236,8281,8124,157
,7425,8250,8124,126
,7269,8275,8124,151
,7131,8303,8124,179
,7280,8270,8124,146
,7438,8268,8124,144
,7176,8282,8124,158
,7286,8273,8124,149
,7304,8289,8124,165
Avg of 400
,9077,8301,8124,177
,9220,8290,8124,166
,8860,8352,8124,228
,9056,8317,8124,193
,9038,8314,8124,190
,9080,8327,8124,203
,9152,8312,8124,188
,8821,8345,8124,221
,9064,8325,8124,201
,9195,8306,8124,182
Avg of 500
,11040,8343,8124,219
,10887,8363,8124,239
,11119,8310,8124,186
,10753,8363,8124,239
,10913,8363,8124,239
,10937,8361,8124,237
,10961,8345,8124,221
,10935,8369,8124,245
,10932,8357,8124,233
,10976,8354,8124,230
Avg of 600
,12852,8375,8124,251
,12649,8405,8124,281
,12675,8381,8124,257
,12796,8380,8124,256
,12523,8406,8124,282
,12714,8379,8124,255
,12460,8416,8124,292
,12699,8407,8124,283
,12532,8405,8124,281
,12462,8405,8124,281
Avg of 700
,14746,8414,8124,290
,14408,8458,8124,334
,14574,8432,8124,308
,14508,8429,8124,305
,14464,8448,8124,324
,14533,8431,8124,307
,14585,8413,8124,289
,14379,8459,8124,335
,14557,8438,8124,314
,14387,8455,8124,331
Avg of 800
,16458,8454,8124,330
,16582,8454,8124,330
,16010,8502,8124,378
,16429,8445,8124,321
,16426,8485,8124,361
,16252,8494,8124,370
,16110,8488,8124,364
,16080,8516,8124,392
,16528,8454,8124,330
,16051,8495,8124,371
Avg of 900
,18184,8501,8124,377
,18493,8468,8124,344
,17796,8554,8124,430
,18254,8488,8124,364
,17953,8542,8124,418
,18450,8473,8124,349
,18227,8512,8124,388
,17957,8533,8124,409
,17976,8526,8124,402
,18180,8517,8124,393
Avg of 1000
Random Walk, SVM2, SVM2, SVM2, SVM2
,1803,8162,8124,38
,1888,8157,8124,33
,1714,8173,8124,49
,1881,8156,8124,32
,1798,8161,8124,37
,1887,8160,8124,36
,1803,8160,8124,36
,1805,8158,8124,34
,1834,8163,8124,39
,1747,8177,8124,53
Avg of 100
,3609,8202,8124,78
,3795,8185,8124,61
,3650,8199,8124,75
,3690,8203,8124,79
,3731,8190,8124,66
,3600,8198,8124,74
,3641,8192,8124,68
,3694,8179,8124,55
,3693,8194,8124,70
,3597,8209,8124,85
Avg of 200
,5250,8275,8124,151
,5586,8214,8124,90
,5466,8250,8124,126
,5492,8244,8124,120
,5526,8228,8124,104
,5638,8226,8124,102
,5600,8215,8124,91
,5350,8253,8124,129
,5556,8240,8124,116
,5510,8246,8124,122
Avg of 300
,7284,8273,8124,149
,7474,8270,8124,146
,7460,8270,8124,146
,7371,8263,8124,139
,7272,8279,8124,155
,7398,8272,8124,148
,7161,8312,8124,188
,7353,8281,8124,157
,7229,8282,8124,158
,7324,8273,8124,149
Avg of 400
,9124,8308,8124,184
,8922,8329,8124,205
,8945,8311,8124,187
,9010,8327,8124,203
,8905,8320,8124,196
,9135,8320,8124,196
,9268,8307,8124,183
,9130,8317,8124,193
,9010,8321,8124,197
,9352,8281,8124,157
Avg of 500
,10740,8386,8124,262
,10938,8342,8124,218
,11017,8345,8124,221
,10947,8368,8124,244
,10593,8385,8124,261
,10893,8357,8124,233
,10858,8368,8124,244
,11018,8372,8124,248
,10830,8357,8124,233
,11007,8355,8124,231
Avg of 600
,12586,8407,8124,283
,12613,8415,8124,291
,12836,8384,8124,260
,12693,8381,8124,257
,12723,8399,8124,275
,12685,8393,8124,269
,12604,8426,8124,302
,12664,8383,8124,259
,12946,8376,8124,252
,12799,8383,8124,259
Avg of 700
,14626,8432,8124,308
,14283,8474,8124,350
,14581,8441,8124,317
,14643,8430,8124,306
,14791,8415,8124,291
,14421,8442,8124,318
,14550,8435,8124,311
,14599,8405,8124,281
,14641,8415,8124,291
,14543,8436,8124,312
Avg of 800
,16318,8469,8124,345
,16245,8477,8124,353
,16410,8469,8124,345
,16153,8496,8124,372
,16368,8467,8124,343
,16317,8476,8124,352
,16410,8458,8124,334
,16083,8516,8124,392
,16581,8465,8124,341
,16219,8491,8124,367
Avg of 900
,18057,8502,8124,378
,17876,8559,8124,435
,18096,8514,8124,390
,18228,8512,8124,388
,18256,8497,8124,373
,18001,8586,8124,462
,18245,8519,8124,395
,18229,8486,8124,362
,18211,8528,8124,404
,18105,8517,8124,393
Avg of 1000
