Random Target, DT, DT, DT, DT
Avg of 100
,678,8287,8124,163
,684,8296,8124,172
,681,8296,8124,172
,721,8314,8124,190
,719,8306,8124,182
,717,8310,8124,186
,714,8306,8124,182
,688,8293,8124,169
,708,8305,8124,181
,703,8299,8124,175
Avg of 200
,992,8356,8124,232
,1050,8395,8124,271
,985,8357,8124,233
,1061,8399,8124,275
,1037,8381,8124,257
,1025,8376,8124,252
,1039,8378,8124,254
,983,8350,8124,226
,988,8360,8124,236
,1044,8389,8124,265
Avg of 300
,1372,8471,8124,347
,1345,8454,8124,330
,1401,8486,8124,362
,1375,8468,8124,344
,1341,8462,8124,338
,1406,8494,8124,370
,1380,8480,8124,356
,1315,8435,8124,311
,1395,8489,8124,365
,1372,8479,8124,355
Avg of 400
,1749,8582,8124,458
,1650,8534,8124,410
,1679,8548,8124,424
,1742,8589,8124,465
,1663,8551,8124,427
,1654,8539,8124,415
,1699,8561,8124,437
,1757,8582,8124,458
,1735,8584,8124,460
,1655,8536,8124,412
Avg of 500
,2082,8677,8124,553
,2105,8691,8124,567
,1966,8613,8124,489
,2021,8633,8124,509
,1987,8628,8124,504
,1944,8598,8124,474
,2018,8659,8124,535
,1929,8595,8124,471
,2043,8659,8124,535
,2016,8618,8124,494
Avg of 600
,2434,8788,8124,664
,2252,8683,8124,559
,2388,8769,8124,645
,2358,8740,8124,616
,2416,8764,8124,640
,2373,8738,8124,614
,2318,8714,8124,590
,2354,8728,8124,604
,2379,8757,8124,633
,2342,8726,8124,602
Avg of 700
,2692,8822,8124,698
,2667,8819,8124,695
,2704,8837,8124,713
,2663,8797,8124,673
,2584,8787,8124,663
,2674,8807,8124,683
,2706,8838,8124,714
,2646,8814,8124,690
,2660,8828,8124,704
,2625,8795,8124,671
Avg of 800
,2983,8919,8124,795
,3024,8912,8124,788
,2946,8889,8124,765
,2901,8878,8124,754
,2887,8870,8124,746
,3069,8975,8124,851
,2961,8882,8124,758
,2986,8903,8124,779
,2998,8897,8124,773
,3017,8935,8124,811
Avg of 900
,3190,8938,8124,814
,3326,8999,8124,875
,3334,9010,8124,886
,3388,9071,8124,947
,3310,8988,8124,864
,3346,9029,8124,905
,3188,8943,8124,819
,3330,9013,8124,889
,3359,9018,8124,894
,3256,8976,8124,852
Avg of 1000
Random Target, SV, SV, SV, SV
,318,8189,8124,65
,307,8188,8124,64
,324,8202,8124,78
,345,8208,8124,84
,334,8206,8124,82
,357,8216,8124,92
,304,8182,8124,58
,326,8191,8124,67
,310,8189,8124,65
,328,8196,8124,72
Avg of 100
,656,8275,8124,151
,682,8295,8124,171
,670,8267,8124,143
,661,8272,8124,148
,675,8280,8124,156
,655,8271,8124,147
,652,8278,8124,154
,635,8256,8124,132
,628,8261,8124,137
,668,8284,8124,160
Avg of 200
,915,8311,8124,187
,1045,8392,8124,268
,985,8360,8124,236
,976,8348,8124,224
,985,8351,8124,227
,971,8348,8124,224
,981,8358,8124,234
,953,8337,8124,213
,962,8339,8124,215
,970,8337,8124,213
Avg of 300
,1299,8425,8124,301
,1256,8399,8124,275
,1299,8434,8124,310
,1229,8387,8124,263
,1318,8440,8124,316
,1325,8444,8124,320
,1240,8402,8124,278
,1279,8425,8124,301
,1337,8434,8124,310
,1309,8430,8124,306
Avg of 400
,1605,8501,8124,377
,1602,8497,8124,373
,1608,8499,8124,375
,1608,8496,8124,372
,1609,8510,8124,386
,1536,8469,8124,345
,1574,8475,8124,351
,1680,8539,8124,415
,1594,8498,8124,374
,1554,8478,8124,354
Avg of 500
,1916,8581,8124,457
,1917,8577,8124,453
,1849,8534,8124,410
,1929,8578,8124,454
,1923,8587,8124,463
,1942,8599,8124,475
,1995,8622,8124,498
,1900,8552,8124,428
,1881,8559,8124,435
,1919,8580,8124,456
Avg of 600
,2192,8639,8124,515
,2187,8632,8124,508
,2204,8647,8124,523
,2174,8631,8124,507
,2250,8667,8124,543
,2213,8643,8124,519
,2180,8629,8124,505
,2160,8627,8124,503
,2200,8650,8124,526
,2199,8633,8124,509
Avg of 700
,2582,8745,8124,621
,2491,8696,8124,572
,2483,8711,8124,587
,2560,8744,8124,620
,2478,8713,8124,589
,2564,8742,8124,618
,2473,8710,8124,586
,2479,8718,8124,594
,2484,8691,8124,567
,2479,8707,8124,583
Avg of 800
,2819,8809,8124,685
,2749,8768,8124,644
,2862,8828,8124,704
,2806,8795,8124,671
,2846,8814,8124,690
,2697,8742,8124,618
,2813,8802,8124,678
,2826,8809,8124,685
,2876,8827,8124,703
,2738,8750,8124,626
Avg of 900
,3092,8873,8124,749
,3140,8872,8124,748
,3043,8864,8124,740
,3095,8879,8124,755
,3063,8858,8124,734
,3172,8924,8124,800
,3080,8864,8124,740
,3039,8837,8124,713
,3031,8829,8124,705
,3141,8889,8124,765
Avg of 1000
Random Target, SV2, SV2, SV2, SV2
,353,8214,8124,90
,317,8188,8124,64
,308,8187,8124,63
,317,8194,8124,70
,312,8189,8124,65
,316,8190,8124,66
,324,8197,8124,73
,319,8193,8124,69
,329,8194,8124,70
,332,8197,8124,73
Avg of 100
,653,8271,8124,147
,634,8258,8124,134
,617,8257,8124,133
,673,8278,8124,154
,614,8257,8124,133
,618,8252,8124,128
,658,8284,8124,160
,661,8279,8124,155
,659,8268,8124,144
,658,8278,8124,154
Avg of 200
,964,8353,8124,229
,1014,8380,8124,256
,1017,8368,8124,244
,945,8338,8124,214
,960,8340,8124,216
,941,8332,8124,208
,978,8353,8124,229
,962,8344,8124,220
,965,8344,8124,220
,963,8348,8124,224
Avg of 300
,1253,8405,8124,281
,1331,8455,8124,331
,1270,8404,8124,280
,1327,8441,8124,317
,1289,8426,8124,302
,1289,8429,8124,305
,1236,8390,8124,266
,1324,8444,8124,320
,1315,8418,8124,294
,1232,8382,8124,258
Avg of 400
,1548,8477,8124,353
,1633,8519,8124,395
,1591,8491,8124,367
,1556,8473,8124,349
,1605,8508,8124,384
,1564,8487,8124,363
,1558,8472,8124,348
,1615,8506,8124,382
,1593,8495,8124,371
,1595,8498,8124,374
Avg of 500
,1884,8569,8124,445
,1929,8587,8124,463
,1885,8570,8124,446
,1903,8588,8124,464
,1928,8591,8124,467
,1878,8556,8124,432
,1922,8579,8124,455
,1912,8586,8124,462
,1918,8572,8124,448
,1932,8583,8124,459
Avg of 600
,2237,8669,8124,545
,2201,8658,8124,534
,2230,8663,8124,539
,2131,8609,8124,485
,2137,8617,8124,493
,2254,8690,8124,566
,2194,8628,8124,504
,2180,8646,8124,522
,2195,8633,8124,509
,2226,8660,8124,536
Avg of 700
,2460,8708,8124,584
,2456,8680,8124,556
,2550,8730,8124,606
,2490,8713,8124,589
,2480,8711,8124,587
,2452,8702,8124,578
,2453,8701,8124,577
,2399,8658,8124,534
,2573,8765,8124,641
,2467,8701,8124,577
Avg of 800
,2725,8757,8124,633
,2845,8825,8124,701
,2843,8811,8124,687
,2734,8764,8124,640
,2771,8782,8124,658
,2921,8845,8124,721
,2752,8773,8124,649
,2811,8803,8124,679
,2946,8862,8124,738
,2750,8772,8124,648
Avg of 900
,3130,8895,8124,771
,3023,8844,8124,720
,3140,8917,8124,793
,3118,8897,8124,773
,3054,8837,8124,713
,3099,8884,8124,760
,3052,8854,8124,730
,3114,8878,8124,754
,3083,8866,8124,742
,3146,8895,8124,771
Avg of 1000
Random Target, SVM, SVM, SVM, SVM
,256,8151,8124,27
,245,8146,8124,22
,245,8149,8124,25
,260,8159,8124,35
,259,8158,8124,34
,263,8162,8124,38
,250,8155,8124,31
,265,8157,8124,33
,233,8140,8124,16
,240,8146,8124,22
Avg of 100
,499,8184,8124,60
,495,8175,8124,51
,491,8188,8124,64
,534,8201,8124,77
,503,8187,8124,63
,487,8173,8124,49
,495,8175,8124,51
,521,8193,8124,69
,511,8188,8124,64
,499,8175,8124,51
Avg of 200
,737,8204,8124,80
,721,8197,8124,73
,732,8210,8124,86
,778,8231,8124,107
,775,8229,8124,105
,761,8232,8124,108
,770,8230,8124,106
,686,8176,8124,52
,741,8198,8124,74
,787,8227,8124,103
Avg of 300
,964,8236,8124,112
,981,8239,8124,115
,983,8242,8124,118
,1025,8262,8124,138
,1007,8246,8124,122
,982,8243,8124,119
,984,8242,8124,118
,981,8237,8124,113
,943,8222,8124,98
,960,8220,8124,96
Avg of 400
,1235,8284,8124,160
,1230,8281,8124,157
,1216,8265,8124,141
,1203,8250,8124,126
,1195,8251,8124,127
,1192,8247,8124,123
,1216,8267,8124,143
,1190,8261,8124,137
,1195,8254,8124,130
,1248,8278,8124,154
Avg of 500
,1453,8297,8124,173
,1433,8284,8124,160
,1446,8291,8124,167
,1359,8258,8124,134
,1422,8277,8124,153
,1448,8297,8124,173
,1405,8276,8124,152
,1410,8293,8124,169
,1440,8284,8124,160
,1457,8303,8124,179
Avg of 600
,1681,8331,8124,207
,1679,8325,8124,201
,1674,8325,8124,201
,1682,8341,8124,217
,1647,8317,8124,193
,1627,8299,8124,175
,1703,8343,8124,219
,1646,8300,8124,176
,1622,8306,8124,182
,1673,8332,8124,208
Avg of 700
,1879,8360,8124,236
,1962,8405,8124,281
,1870,8348,8124,224
,1843,8347,8124,223
,1913,8352,8124,228
,1880,8368,8124,244
,1883,8356,8124,232
,1848,8330,8124,206
,1880,8340,8124,216
,1871,8348,8124,224
Avg of 800
,2078,8366,8124,242
,2057,8351,8124,227
,2075,8348,8124,224
,2160,8399,8124,275
,2038,8337,8124,213
,2109,8355,8124,231
,2095,8379,8124,255
,2150,8403,8124,279
,2056,8351,8124,227
,2101,8385,8124,261
Avg of 900
,2355,8409,8124,285
,2259,8400,8124,276
,2304,8398,8124,274
,2373,8447,8124,323
,2336,8440,8124,316
,2354,8404,8124,280
,2316,8416,8124,292
,2292,8401,8124,277
,2336,8432,8124,308
,2344,8432,8124,308
Avg of 1000
Random Target, SVM2, SVM2, SVM2, SVM2
,240,8151,8124,27
,255,8155,8124,31
,245,8147,8124,23
,245,8149,8124,25
,243,8149,8124,25
,230,8140,8124,16
,253,8153,8124,29
,253,8156,8124,32
,264,8159,8124,35
,244,8145,8124,21
Avg of 100
,497,8177,8124,53
,454,8159,8124,35
,464,8156,8124,32
,468,8159,8124,35
,468,8166,8124,42
,479,8169,8124,45
,484,8177,8124,53
,498,8180,8124,56
,498,8183,8124,59
,475,8169,8124,45
Avg of 200
,720,8198,8124,74
,705,8193,8124,69
,711,8194,8124,70
,709,8190,8124,66
,697,8190,8124,66
,692,8189,8124,65
,712,8188,8124,64
,705,8185,8124,61
,681,8174,8124,50
,733,8204,8124,80
Avg of 300
,963,8223,8124,99
,934,8216,8124,92
,942,8211,8124,87
,976,8234,8124,110
,918,8204,8124,80
,958,8223,8124,99
,947,8221,8124,97
,938,8212,8124,88
,951,8225,8124,101
,925,8207,8124,83
Avg of 400
,1157,8242,8124,118
,1188,8250,8124,126
,1207,8262,8124,138
,1146,8236,8124,112
,1166,8246,8124,122
,1202,8263,8124,139
,1169,8233,8124,109
,1154,8235,8124,111
,1209,8252,8124,128
,1204,8254,8124,130
Avg of 500
,1399,8270,8124,146
,1387,8269,8124,145
,1392,8255,8124,131
,1381,8271,8124,147
,1349,8256,8124,132
,1376,8270,8124,146
,1347,8245,8124,121
,1379,8246,8124,122
,1436,8279,8124,155
,1394,8267,8124,143
Avg of 600
,1636,8304,8124,180
,1563,8281,8124,157
,1610,8290,8124,166
,1551,8267,8124,143
,1599,8275,8124,151
,1600,8274,8124,150
,1534,8267,8124,143
,1602,8290,8124,166
,1580,8282,8124,158
,1599,8274,8124,150
Avg of 700
,1799,8300,8124,176
,1856,8330,8124,206
,1841,8329,8124,205
,1819,8308,8124,184
,1788,8289,8124,165
,1823,8306,8124,182
,1860,8329,8124,205
,1810,8304,8124,180
,1834,8322,8124,198
,1782,8304,8124,180
Avg of 800
,2001,8314,8124,190
,2012,8332,8124,208
,2013,8341,8124,217
,2053,8346,8124,222
,2039,8337,8124,213
,1984,8325,8124,201
,2046,8350,8124,226
,1974,8317,8124,193
,2046,8343,8124,219
,1968,8300,8124,176
Avg of 900
,2238,8380,8124,256
,2166,8318,8124,194
,2228,8374,8124,250
,2190,8344,8124,220
,2200,8366,8124,242
,2251,8384,8124,260
,2216,8351,8124,227
,2144,8327,8124,203
,2175,8337,8124,213
,2237,8372,8124,248
Avg of 1000
