Directed Walk,DT, DT, DT, DT
,59603,3186,600,2586
,59379,3393,600,2793
,59591,3205,600,2605
,59647,3224,600,2624
,59605,3256,600,2656
,59605,3225,600,2625
,59417,3262,600,2662
,59656,3161,600,2561
,59705,3101,600,2501
,59679,3133,600,2533
Avg of 600
,69357,3954,700,3254
,69251,3801,700,3101
,69459,3856,700,3156
,69526,3917,700,3217
,69223,3863,700,3163
,69190,3812,700,3112
,69606,3824,700,3124
,69608,3599,700,2899
,69509,3762,700,3062
,69569,3665,700,2965
Avg of 700
,79757,4119,800,3319
,79467,4289,800,3489
,79308,4427,800,3627
,79334,4338,800,3538
,79417,4324,800,3524
,79573,4128,800,3328
,79564,4329,800,3529
,79489,4261,800,3461
,79581,4278,800,3478
,79600,4245,800,3445
Avg of 800
,89485,4856,900,3956
,89229,4962,900,4062
,89255,4952,900,4052
,89340,4845,900,3945
,89648,4802,900,3902
,89703,4829,900,3929
,89378,4948,900,4048
,89397,4909,900,4009
,89603,4713,900,3813
,89579,4739,900,3839
Avg of 900
,99411,5332,1000,4332
,99170,5387,1000,4387
,99195,5355,1000,4355
,99579,5448,1000,4448
,99283,5299,1000,4299
,99305,5413,1000,4413
,99433,5472,1000,4472
,99220,5479,1000,4479
,99292,5440,1000,4440
,99331,5511,1000,4511
Avg of 1000
Directed Walk,SVM,SVM,SVM,SVM
,9595,526,100,426
,9664,558,100,458
,9725,498,100,398
,9575,552,100,452
,9542,542,100,442
,9706,465,100,365
,9622,562,100,462
,9793,456,100,356
,9635,497,100,397
,9626,571,100,471
Avg of 100
,19191,1072,200,872
,19110,1087,200,887
,19429,974,200,774
,19113,1039,200,839
,19380,1082,200,882
,19220,1143,200,943
,19300,1004,200,804
,19103,1127,200,927
,19193,1105,200,905
,19202,1063,200,863
Avg of 200
,28433,1763,300,1463
,28647,1592,300,1292
,28628,1727,300,1427
,29001,1568,300,1268
,29012,1489,300,1189
,28929,1626,300,1326
,29056,1562,300,1262
,29043,1510,300,1210
,28466,1814,300,1514
,29338,1371,300,1071
Avg of 300
,38505,2162,400,1762
,38304,2311,400,1911
,38573,2035,400,1635
,38326,2203,400,1803
,38557,2093,400,1693
,38563,2119,400,1719
,38655,2020,400,1620
,38600,2098,400,1698
,37816,2387,400,1987
,38494,2148,400,1748
Avg of 400
,47852,2666,500,2166
,47507,2992,500,2492
,48098,2612,500,2112
,47867,2737,500,2237
,48008,2732,500,2232
,48415,2445,500,1945
,47894,2750,500,2250
,48602,2382,500,1882
,47700,2926,500,2426
,47990,2754,500,2254
Avg of 500
,57834,3171,600,2571
,57742,3158,600,2558
,58211,2842,600,2242
,58057,3109,600,2509
,57398,3394,600,2794
,57833,3167,600,2567
,57581,3224,600,2624
,57217,3393,600,2793
,57855,3241,600,2641
,57946,3111,600,2511
Avg of 600
,66978,3843,700,3143
,67407,3635,700,2935
,67375,3716,700,3016
,67323,3822,700,3122
,67680,3575,700,2875
,67470,3607,700,2907
,67639,3763,700,3063
,67669,3587,700,2887
,67376,3625,700,2925
,67547,3747,700,3047
Avg of 700
,77485,4094,800,3294
,77195,4243,800,3443
,76454,4418,800,3618
,76939,4279,800,3479
,77361,4158,800,3358
,77562,3994,800,3194
,77470,4013,800,3213
,76587,4483,800,3683
,77109,4134,800,3334
,77008,4287,800,3487
Avg of 800
,86182,5090,900,4190
,86662,4676,900,3776
,86626,4769,900,3869
,86729,4844,900,3944
,86723,4761,900,3861
,86901,4953,900,4053
,87470,4306,900,3406
,86485,4746,900,3846
,86762,4681,900,3781
,87214,4476,900,3576
Avg of 900
,96615,4989,1000,3989
,96816,5011,1000,4011
,95980,5390,1000,4390
,96531,5140,1000,4140
,95924,5520,1000,4520
,96241,5275,1000,4275
,96182,5305,1000,4305
,96310,5147,1000,4147
,96986,4973,1000,3973
,96222,5309,1000,4309
Avg of 1000
Directed Walk,SVM2,SVM2,SVM2,SVM2
,9524,564,100,464
,9725,463,100,363
,9756,420,100,320
,9517,567,100,467
,9661,447,100,347
,9657,503,100,403
,9825,422,100,322
,9768,478,100,378
,9559,603,100,503
,9717,462,100,362
Avg of 100
,19088,1164,200,964
,19221,1106,200,906
,19186,1117,200,917
,19159,1082,200,882
,19441,988,200,788
,19458,959,200,759
,19062,1133,200,933
,19193,982,200,782
,19551,883,200,683
,19051,1127,200,927
Avg of 200
,28946,1488,300,1188
,29213,1414,300,1114
,28814,1552,300,1252
,28518,1750,300,1450
,28798,1622,300,1322
,29210,1439,300,1139
,29054,1431,300,1131
,29048,1400,300,1100
,29027,1400,300,1100
,28988,1430,300,1130
Avg of 300
,38761,1935,400,1535
,38608,1964,400,1564
,38262,2164,400,1764
,38724,1984,400,1584
,38267,2107,400,1707
,38870,1915,400,1515
,38629,2093,400,1693
,38188,2217,400,1817
,38301,2189,400,1789
,38577,2008,400,1608
Avg of 400
,47878,2587,500,2087
,48192,2547,500,2047
,48361,2452,500,1952
,48108,2468,500,1968
,47951,2576,500,2076
,48286,2439,500,1939
,48214,2540,500,2040
,48064,2578,500,2078
,48371,2418,500,1918
,48128,2673,500,2173
Avg of 500
,58081,2950,600,2350
,58013,2924,600,2324
,58096,2856,600,2256
,57839,3085,600,2485
,57693,3152,600,2552
,57562,3196,600,2596
,58159,2855,600,2255
,58449,2772,600,2172
,58170,2807,600,2207
,57587,3200,600,2600
Avg of 600
,67287,3693,700,2993
,67079,3704,700,3004
,67943,3352,700,2652
,67457,3436,700,2736
,67964,3383,700,2683
,67272,3605,700,2905
,66872,3778,700,3078
,67268,3631,700,2931
,67413,3570,700,2870
,67236,3667,700,2967
Avg of 700
,77200,4125,800,3325
,76846,4170,800,3370
,77046,4196,800,3396
,77126,4056,800,3256
,77224,4109,800,3309
,77253,3929,800,3129
,77542,3843,800,3043
,76762,4237,800,3437
,76874,4277,800,3477
,77185,4054,800,3254
Avg of 800
,86777,4539,900,3639
,86758,4418,900,3518
,87013,4425,900,3525
,86855,4594,900,3694
,86944,4515,900,3615
,86298,4823,900,3923
,86617,4559,900,3659
,87205,4344,900,3444
,86489,4734,900,3834
,86441,4686,900,3786
Avg of 900
,95975,5343,1000,4343
,96036,5093,1000,4093
,96250,5150,1000,4150
,95941,5241,1000,4241
,95719,5258,1000,4258
,96280,5056,1000,4056
,96048,5234,1000,4234
,96876,4807,1000,3807
,96342,5036,1000,4036
,95832,5332,1000,4332
Avg of 1000


