Directed Walk, DT, DT, DT, DT
,462273,33472,1000,32472
Avg of 1000
Directed Walk, SVM, SVM, SVM, SVM
,27125,100,100,0
,27137,100,100,0
,27140,100,100,0
,27115,100,100,0
,27136,100,100,0
,27148,100,100,0
,27120,100,100,0
,27140,100,100,0
,27109,100,100,0
,27137,100,100,0
Avg of 100
,54255,200,200,0
,54241,200,200,0
,54255,200,200,0
,54255,200,200,0
,54272,200,200,0
,54251,200,200,0
,54258,200,200,0
,54281,200,200,0
,54266,200,200,0
,54282,200,200,0
Avg of 200
,81409,300,300,0
,81407,300,300,0
,81402,300,300,0
,81433,300,300,0
,81404,300,300,0
,81414,300,300,0
,81404,300,300,0
,81422,300,300,0
,81356,300,300,0
,81408,300,300,0
Avg of 300
,108548,400,400,0
,108556,400,400,0
,108538,400,400,0
,108570,400,400,0
,108540,400,400,0
,108548,400,400,0
,108550,400,400,0
,108523,400,400,0
,108538,400,400,0
,108583,400,400,0
Avg of 400
,135677,500,500,0
,135704,500,500,0
,135718,500,500,0
,135694,500,500,0
,135682,500,500,0
,135702,500,500,0
,135661,500,500,0
,135682,500,500,0
,135712,500,500,0
,135680,500,500,0
Avg of 500
,162756,600,600,0
,162828,600,600,0
,162876,600,600,0
,162799,600,600,0
,162794,600,600,0
,162825,600,600,0
,162830,600,600,0
,162836,600,600,0
,162881,600,600,0
,162822,600,600,0
Avg of 600
,189983,700,700,0
,189982,700,700,0
,189972,700,700,0
,189912,700,700,0
,189948,700,700,0
,189972,700,700,0
,189959,700,700,0
,189924,700,700,0
,189912,700,700,0
,190007,700,700,0
Avg of 700
,217097,800,800,0
,217083,800,800,0
,217034,800,800,0
,217107,800,800,0
,217113,800,800,0
,217088,800,800,0
,217119,800,800,0
,217148,800,800,0
,217114,800,800,0
,217098,800,800,0
Avg of 800
,244219,900,900,0
,244236,900,900,0
,244222,900,900,0
,244211,900,900,0
,244240,900,900,0
,244251,900,900,0
,244239,900,900,0
,244229,900,900,0
,244227,900,900,0
,244186,900,900,0
Avg of 900
,271403,1000,1000,0
,271305,1000,1000,0
,271389,1000,1000,0
,271330,1000,1000,0
,271328,1000,1000,0
,271326,1000,1000,0
,271314,1000,1000,0
,271323,1000,1000,0
,271324,1000,1000,0
,271335,1000,1000,0
Avg of 1000
Directed Walk, SVM2, SVM2, SVM2, SVM2
,27133,100,100,0
,27139,100,100,0
,27156,100,100,0
,27139,100,100,0
,27134,100,100,0
,27149,100,100,0
,27157,100,100,0
,27131,100,100,0
,27123,100,100,0
,27142,100,100,0
Avg of 100
,54266,200,200,0
,54246,200,200,0
,54264,200,200,0
,54273,200,200,0
,54293,200,200,0
,54265,200,200,0
,54260,200,200,0
,54297,200,200,0
,54311,200,200,0
,54294,200,200,0
Avg of 200
,81419,300,300,0
,81384,300,300,0
,81412,300,300,0
,81452,300,300,0
,81428,300,300,0
,81369,300,300,0
,81392,300,300,0
,81416,300,300,0
,81434,300,300,0
,81402,300,300,0
Avg of 300
,108541,400,400,0
,108551,400,400,0
,108551,400,400,0
,108538,400,400,0
,108542,400,400,0
,108506,400,400,0
,108566,400,400,0
,108555,400,400,0
,108535,400,400,0
,108531,400,400,0
Avg of 400
,135655,500,500,0
,135652,500,500,0
,135659,500,500,0
,135697,500,500,0
,135707,500,500,0
,135687,500,500,0
,135682,500,500,0
,135704,500,500,0
,135659,500,500,0
,135637,500,500,0
Avg of 500
,162879,600,600,0
,162814,600,600,0
,162830,600,600,0
,162818,600,600,0
,162791,600,600,0
,162809,600,600,0
,162783,600,600,0
,162817,600,600,0
,162728,600,600,0
,162796,600,600,0
Avg of 600
,189969,700,700,0
,189984,700,700,0
,189892,700,700,0
,189924,700,700,0
,189961,700,700,0
,189941,700,700,0
,189960,700,700,0
,189925,700,700,0
,189950,700,700,0
,189896,700,700,0
Avg of 700
,217047,800,800,0
,217138,800,800,0
,217060,800,800,0
,217068,800,800,0
,217096,800,800,0
,217120,800,800,0
,217044,800,800,0
,217109,800,800,0
,217042,800,800,0
,217081,800,800,0
Avg of 800
,244271,900,900,0
,244274,900,900,0
,244269,900,900,0
,244222,900,900,0
,244233,900,900,0
,244195,900,900,0
,244243,900,900,0
,244245,900,900,0
,244211,900,900,0
,244219,900,900,0
Avg of 900
,271440,1000,1000,0
,271371,1000,1000,0
,271395,1000,1000,0
,271346,1000,1000,0
,271364,1000,1000,0
,271385,1000,1000,0
,271363,1000,1000,0
,271316,1000,1000,0
,271400,1000,1000,0
,271373,1000,1000,0
Avg of 1000

