Random Target, DT, DT, DT, DT
,7873,10738,10127,611
,7427,10687,10127,560
,7474,10700,10127,573
,7720,10725,10127,598
,7556,10699,10127,572
,7746,10730,10127,603
Avg of 900
,8353,10754,10127,627
,8549,10781,10127,654
,8022,10746,10127,619
,8110,10743,10127,616
,7513,10700,10127,573
,8769,10808,10127,681
,8413,10781,10127,654
,8234,10759,10127,632
,8624,10789,10127,662
,8183,10746,10127,619
Avg of 1000
Random Target, Stack3, Stack3, Stack3, Stack3
,902,10197,10127,70
,1098,10218,10127,91
,856,10188,10127,61
,822,10186,10127,59
,1161,10225,10127,98
,971,10203,10127,76
,931,10201,10127,74
,1064,10212,10127,85
,950,10205,10127,78
,1065,10213,10127,86
Avg of 100
,2365,10317,10127,190
,2102,10299,10127,172
,2282,10313,10127,186
,2131,10307,10127,180
,2070,10292,10127,165
,2245,10306,10127,179
,1906,10277,10127,150
,2135,10297,10127,170
,1975,10285,10127,158
,2113,10298,10127,171
Avg of 200
,3237,10386,10127,259
,2774,10347,10127,220
,3265,10389,10127,262
,2941,10362,10127,235
,3275,10384,10127,257
,3145,10384,10127,257
,3178,10393,10127,266
,3016,10374,10127,247
,3277,10393,10127,266
,3411,10409,10127,282
Avg of 300
,4038,10451,10127,324
,4415,10496,10127,369
,4168,10462,10127,335
,3887,10438,10127,311
,3987,10444,10127,317
,3749,10424,10127,297
,4258,10474,10127,347
,3987,10443,10127,316
,4262,10461,10127,334
,4428,10487,10127,360
Avg of 400
,5265,10553,10127,426
,5098,10538,10127,411
,5186,10536,10127,409
,4975,10522,10127,395
,4910,10518,10127,391
,5191,10535,10127,408
,5255,10553,10127,426
,5291,10556,10127,429
,5123,10542,10127,415
,4964,10515,10127,388
Avg of 500
,6271,10635,10127,508
,6250,10632,10127,505
,6938,10700,10127,573
,6314,10630,10127,503
,6384,10654,10127,527
,6072,10614,10127,487
,6122,10627,10127,500
,6252,10619,10127,492
,6309,10626,10127,499
,6051,10620,10127,493
Avg of 600
,7106,10705,10127,578
,6872,10678,10127,551
,7099,10701,10127,574
,7313,10716,10127,589
,6789,10671,10127,544
,7215,10713,10127,586
,7236,10713,10127,586
,7336,10711,10127,584
,7220,10712,10127,585
,7415,10738,10127,611
Avg of 700
,8291,10795,10127,668
,8058,10784,10127,657
,8494,10817,10127,690
,8275,10793,10127,666
,8224,10799,10127,672
,8027,10787,10127,660
,8032,10773,10127,646
,8328,10800,10127,673
,8106,10773,10127,646
,8564,10842,10127,715
Avg of 800
,9333,10888,10127,761
,9298,10879,10127,752
,9623,10913,10127,786
,9302,10876,10127,749
,9531,10902,10127,775
,9464,10895,10127,768
,9440,10889,10127,762
,9208,10863,10127,736
,9431,10896,10127,769
,9378,10882,10127,755
Avg of 900
,9954,10923,10127,796
,10492,10993,10127,866
,10313,10965,10127,838
,10535,10985,10127,858
,10175,10941,10127,814
,10622,10992,10127,865
,10482,10983,10127,856
,10280,10967,10127,840
,10230,10963,10127,836
,10169,10956,10127,829
Avg of 1000
Random Target, SV, SV, SV, SV
,596,10169,10127,42
,677,10177,10127,50
,726,10177,10127,50
,694,10177,10127,50
,768,10185,10127,58
,644,10173,10127,46
,722,10179,10127,52
,945,10205,10127,78
,627,10171,10127,44
,714,10179,10127,52
Avg of 100
,1511,10239,10127,112
,1253,10213,10127,86
,1635,10251,10127,124
,1405,10228,10127,101
,1427,10231,10127,104
,1559,10245,10127,118
,1624,10252,10127,125
,1336,10223,10127,96
,1259,10214,10127,87
,1599,10252,10127,125
Avg of 200
,2231,10296,10127,169
,2004,10272,10127,145
,2394,10314,10127,187
,2000,10275,10127,148
,2350,10304,10127,177
,2134,10286,10127,159
,1954,10264,10127,137
,1861,10253,10127,126
,2486,10309,10127,182
,2101,10282,10127,155
Avg of 300
,3057,10355,10127,228
,3055,10354,10127,227
,2932,10348,10127,221
,2789,10332,10127,205
,2604,10314,10127,187
,2897,10336,10127,209
,2808,10329,10127,202
,3059,10360,10127,233
,2960,10344,10127,217
,2578,10303,10127,176
Avg of 400
,3710,10397,10127,270
,3659,10405,10127,278
,3687,10390,10127,263
,3665,10397,10127,270
,3545,10386,10127,259
,3822,10415,10127,288
,4052,10431,10127,304
,3530,10377,10127,250
,3636,10403,10127,276
,3471,10383,10127,256
Avg of 500
,4090,10429,10127,302
,3984,10413,10127,286
,4590,10474,10127,347
,4539,10459,10127,332
,4210,10436,10127,309
,4493,10469,10127,342
,4276,10449,10127,322
,4356,10457,10127,330
,4197,10438,10127,311
,4277,10446,10127,319
Avg of 600
,4906,10489,10127,362
,4780,10484,10127,357
,4876,10486,10127,359
,4964,10498,10127,371
,5174,10519,10127,392
,5084,10511,10127,384
,4839,10483,10127,356
,5153,10513,10127,386
,4587,10466,10127,339
,4628,10462,10127,335
Avg of 700
,5345,10519,10127,392
,6096,10590,10127,463
,5704,10554,10127,427
,5954,10588,10127,461
,5466,10525,10127,398
,5384,10523,10127,396
,5759,10561,10127,434
,5919,10574,10127,447
,5812,10560,10127,433
,5541,10538,10127,411
Avg of 800
,6516,10623,10127,496
,6578,10625,10127,498
,6353,10589,10127,462
,6087,10576,10127,449
,6790,10642,10127,515
,6519,10606,10127,479
,6551,10618,10127,491
,6649,10636,10127,509
,6750,10637,10127,510
,6468,10610,10127,483
Avg of 900
,6796,10632,10127,505
,7326,10682,10127,555
,7014,10658,10127,531
,7850,10733,10127,606
,6713,10616,10127,489
,7226,10682,10127,555
,7299,10686,10127,559
,6243,10573,10127,446
,7207,10673,10127,546
,7241,10676,10127,549
Avg of 1000
Random Target, SV2, SV2, SV2, SV2
,780,10189,10127,62
,643,10172,10127,45
,859,10193,10127,66
,750,10182,10127,55
,828,10184,10127,57
,888,10198,10127,71
,951,10203,10127,76
,682,10176,10127,49
,756,10181,10127,54
,657,10172,10127,45
Avg of 100
,1419,10231,10127,104
,1275,10215,10127,88
,1372,10227,10127,100
,1655,10253,10127,126
,1408,10225,10127,98
,1531,10245,10127,118
,1187,10204,10127,77
,1520,10234,10127,107
,1553,10247,10127,120
,1328,10219,10127,92
Avg of 200
,2338,10306,10127,179
,2093,10269,10127,142
,2144,10282,10127,155
,2174,10287,10127,160
,2462,10308,10127,181
,2444,10310,10127,183
,1930,10263,10127,136
,2196,10284,10127,157
,2109,10281,10127,154
,2166,10282,10127,155
Avg of 300
,2620,10307,10127,180
,2864,10339,10127,212
,2904,10332,10127,205
,2815,10329,10127,202
,2896,10344,10127,217
,2745,10318,10127,191
,2813,10329,10127,202
,2701,10327,10127,200
,3012,10343,10127,216
,2628,10312,10127,185
Avg of 400
,3637,10391,10127,264
,3843,10413,10127,286
,3815,10407,10127,280
,3752,10391,10127,264
,3416,10383,10127,256
,3473,10380,10127,253
,3366,10366,10127,239
,3552,10390,10127,263
,3638,10393,10127,266
,3498,10386,10127,259
Avg of 500
,4687,10476,10127,349
,4478,10460,10127,333
,4513,10457,10127,330
,4576,10463,10127,336
,4268,10433,10127,306
,4285,10433,10127,306
,4068,10424,10127,297
,4391,10460,10127,333
,4071,10420,10127,293
,4471,10460,10127,333
Avg of 600
,4632,10457,10127,330
,5159,10516,10127,389
,4528,10456,10127,329
,5273,10517,10127,390
,4376,10429,10127,302
,5024,10493,10127,366
,4887,10480,10127,353
,4940,10490,10127,363
,5144,10506,10127,379
,4900,10487,10127,360
Avg of 700
,5892,10556,10127,429
,5317,10508,10127,381
,5738,10557,10127,430
,5651,10548,10127,421
,5571,10533,10127,406
,5901,10562,10127,435
,6020,10582,10127,455
,5641,10544,10127,417
,5704,10555,10127,428
,6092,10587,10127,460
Avg of 800
,6101,10577,10127,450
,6411,10606,10127,479
,6449,10604,10127,477
,6116,10563,10127,436
,6515,10610,10127,483
,5840,10548,10127,421
,6172,10580,10127,453
,6310,10581,10127,454
,6284,10571,10127,444
,6636,10637,10127,510
Avg of 900
,7317,10680,10127,553
,6869,10623,10127,496
,7494,10698,10127,571
,7210,10671,10127,544
,7110,10652,10127,525
,7994,10735,10127,608
,7214,10661,10127,534
,7463,10693,10127,566
,7154,10657,10127,530
,6969,10640,10127,513
Avg of 1000
Random Target, SVM, SVM, SVM, SVM
,198,10127,10127,0
,197,10127,10127,0
,197,10127,10127,0
,196,10127,10127,0
,198,10127,10127,0
,197,10127,10127,0
,197,10127,10127,0
,197,10127,10127,0
,199,10127,10127,0
,194,10127,10127,0
Avg of 100
,393,10127,10127,0
,396,10127,10127,0
,394,10127,10127,0
,393,10127,10127,0
,384,10127,10127,0
,393,10127,10127,0
,395,10127,10127,0
,389,10127,10127,0
,385,10127,10127,0
,388,10127,10127,0
Avg of 200
,584,10127,10127,0
,581,10127,10127,0
,571,10127,10127,0
,578,10127,10127,0
,582,10127,10127,0
,577,10127,10127,0
,587,10127,10127,0
,591,10127,10127,0
,580,10127,10127,0
,585,10127,10127,0
Avg of 300
,767,10127,10127,0
,773,10127,10127,0
,760,10127,10127,0
,769,10127,10127,0
,773,10127,10127,0
,767,10127,10127,0
,772,10127,10127,0
,766,10127,10127,0
,775,10127,10127,0
,769,10127,10127,0
Avg of 400
,952,10127,10127,0
,951,10127,10127,0
,950,10127,10127,0
,958,10127,10127,0
,945,10127,10127,0
,955,10127,10127,0
,949,10127,10127,0
,959,10127,10127,0
,972,10127,10127,0
,957,10127,10127,0
Avg of 500
,1128,10127,10127,0
,1127,10127,10127,0
,1123,10127,10127,0
,1114,10127,10127,0
,1139,10127,10127,0
,1129,10127,10127,0
,1138,10127,10127,0
,1137,10127,10127,0
,1118,10127,10127,0
,1119,10127,10127,0
Avg of 600
,1296,10127,10127,0
,1310,10127,10127,0
,1294,10127,10127,0
,1304,10127,10127,0
,1307,10127,10127,0
,1315,10127,10127,0
,1311,10127,10127,0
,1300,10127,10127,0
,1310,10127,10127,0
,1321,10127,10127,0
Avg of 700
,1488,10127,10127,0
,1467,10127,10127,0
,1486,10127,10127,0
,1469,10127,10127,0
,1469,10127,10127,0
,1472,10127,10127,0
,1478,10127,10127,0
,1487,10127,10127,0
,1489,10127,10127,0
,1482,10127,10127,0
Avg of 800
,1654,10127,10127,0
,1646,10127,10127,0
,1645,10127,10127,0
,1640,10127,10127,0
,1667,10127,10127,0
,1649,10127,10127,0
,1662,10127,10127,0
,1651,10127,10127,0
,1636,10127,10127,0
,1662,10127,10127,0
Avg of 900
,1814,10127,10127,0
,1810,10127,10127,0
,1809,10127,10127,0
,1815,10127,10127,0
,1809,10127,10127,0
,1820,10127,10127,0
,1818,10127,10127,0
,1803,10127,10127,0
,1807,10127,10127,0
,1826,10127,10127,0
Avg of 1000
Random Target, SVM2, SVM2, SVM2, SVM2
,200,10127,10127,0
,198,10127,10127,0
,198,10127,10127,0
,200,10127,10127,0
,196,10127,10127,0
,197,10127,10127,0
,196,10127,10127,0
,200,10127,10127,0
,198,10127,10127,0
,195,10127,10127,0
Avg of 100
,392,10127,10127,0
,396,10127,10127,0
,393,10127,10127,0
,393,10127,10127,0
,390,10127,10127,0
,394,10127,10127,0
,391,10127,10127,0
,392,10127,10127,0
,392,10127,10127,0
,392,10127,10127,0
Avg of 200
,587,10127,10127,0
,583,10127,10127,0
,587,10127,10127,0
,586,10127,10127,0
,586,10127,10127,0
,581,10127,10127,0
,581,10127,10127,0
,587,10127,10127,0
,587,10127,10127,0
,587,10127,10127,0
Avg of 300
,772,10127,10127,0
,768,10127,10127,0
,774,10127,10127,0
,759,10127,10127,0
,762,10127,10127,0
,775,10127,10127,0
,773,10127,10127,0
,773,10127,10127,0
,768,10127,10127,0
,769,10127,10127,0
Avg of 400
,966,10127,10127,0
,952,10127,10127,0
,952,10127,10127,0
,962,10127,10127,0
,948,10127,10127,0
,953,10127,10127,0
,947,10127,10127,0
,954,10127,10127,0
,948,10127,10127,0
,955,10127,10127,0
Avg of 500
,1122,10127,10127,0
,1135,10127,10127,0
,1134,10127,10127,0
,1116,10127,10127,0
,1135,10127,10127,0
,1124,10127,10127,0
,1132,10127,10127,0
,1132,10127,10127,0
,1133,10127,10127,0
,1129,10127,10127,0
Avg of 600
,1306,10127,10127,0
,1309,10127,10127,0
,1305,10127,10127,0
,1308,10127,10127,0
,1306,10127,10127,0
,1317,10127,10127,0
,1303,10127,10127,0
,1319,10127,10127,0
,1306,10127,10127,0
,1305,10127,10127,0
Avg of 700
,1483,10127,10127,0
,1472,10127,10127,0
,1485,10127,10127,0
,1483,10127,10127,0
,1475,10127,10127,0
,1470,10127,10127,0
,1467,10127,10127,0
,1478,10127,10127,0
,1482,10127,10127,0
,1477,10127,10127,0
Avg of 800
,1656,10127,10127,0
,1618,10127,10127,0
,1621,10127,10127,0
,1645,10127,10127,0
,1656,10127,10127,0
,1642,10127,10127,0
,1654,10127,10127,0
,1650,10127,10127,0
,1665,10127,10127,0
,1661,10127,10127,0
Avg of 900
,1835,10127,10127,0
,1806,10127,10127,0
,1791,10127,10127,0
,1835,10127,10127,0
,1818,10127,10127,0
,1818,10127,10127,0
,1831,10127,10127,0
,1817,10127,10127,0
,1813,10127,10127,0
,1819,10127,10127,0
Avg of 1000
