Random Walk , DT, DT, DT, DT
,11164,11001,10127,874
,11100,10996,10127,869
,11184,11003,10127,876
Avg of 600
,12961,11120,10127,993
,13052,11167,10127,1040
,13050,11142,10127,1015
,13017,11168,10127,1041
,12807,11136,10127,1009
,12724,11156,10127,1029
,13140,11146,10127,1019
,12874,11195,10127,1068
,12921,11124,10127,997
,13055,11102,10127,975
Avg of 700
,14851,11273,10127,1146
,14584,11311,10127,1184
,14764,11335,10127,1208
,14763,11282,10127,1155
,14793,11314,10127,1187
,15087,11293,10127,1166
,14710,11273,10127,1146
,14501,11286,10127,1159
,14510,11277,10127,1150
,14903,11348,10127,1221
Avg of 800
,16394,11439,10127,1312
,16542,11444,10127,1317
,16477,11472,10127,1345
,16170,11460,10127,1333
,16398,11431,10127,1304
,16829,11436,10127,1309
,16540,11472,10127,1345
,16735,11408,10127,1281
,16288,11450,10127,1323
,16592,11469,10127,1342
Avg of 900
,18377,11618,10127,1491
,18490,11584,10127,1457
,18595,11548,10127,1421
,18728,11570,10127,1443
,18501,11588,10127,1461
,18683,11624,10127,1497
,17973,11657,10127,1530
,18214,11576,10127,1449
,18319,11595,10127,1468
,18378,11605,10127,1478
Avg of 1000
Random Walk , Stack3, Stack3, Stack3, Stack3
,1975,10261,10127,134
,1876,10277,10127,150
,1930,10285,10127,158
,1797,10272,10127,145
,2008,10276,10127,149
,1944,10262,10127,135
,1867,10269,10127,142
,2069,10268,10127,141
,1922,10280,10127,153
,1846,10266,10127,139
Avg of 100
,3629,10427,10127,300
,3763,10418,10127,291
,3831,10413,10127,286
,3695,10425,10127,298
,3735,10409,10127,282
,3740,10414,10127,287
,3884,10436,10127,309
,3737,10405,10127,278
,3862,10423,10127,296
,3816,10426,10127,299
Avg of 200
,5682,10581,10127,454
,5548,10567,10127,440
,5497,10553,10127,426
,5657,10581,10127,454
,5785,10571,10127,444
,5662,10575,10127,448
,5656,10553,10127,426
,5749,10593,10127,466
,5604,10575,10127,448
,5592,10550,10127,423
Avg of 300
,7655,10700,10127,573
,7605,10714,10127,587
,7460,10711,10127,584
,7788,10696,10127,569
,7532,10689,10127,562
,7502,10688,10127,561
,7538,10714,10127,587
,7392,10714,10127,587
,7241,10707,10127,580
,7532,10681,10127,554
Avg of 400
,9467,10853,10127,726
,9350,10878,10127,751
,9443,10888,10127,761
,9513,10884,10127,757
,9379,10862,10127,735
,9282,10861,10127,734
,9636,10859,10127,732
,9584,10876,10127,749
,9573,10860,10127,733
,9450,10829,10127,702
Avg of 500
,11302,10990,10127,863
,11324,11003,10127,876
,11528,10985,10127,858
,11278,10974,10127,847
,11058,11007,10127,880
,11618,10975,10127,848
,11553,10993,10127,866
,11550,11008,10127,881
,11399,11006,10127,879
,11572,11010,10127,883
Avg of 600
,13195,11137,10127,1010
,13140,11158,10127,1031
,13168,11170,10127,1043
,13356,11151,10127,1024
,13123,11119,10127,992
,13345,11155,10127,1028
,13150,11136,10127,1009
,13418,11149,10127,1022
,13108,11131,10127,1004
,13430,11104,10127,977
Avg of 700
,15168,11263,10127,1136
,14922,11249,10127,1122
,15168,11302,10127,1175
,15116,11316,10127,1189
,14784,11341,10127,1214
,15309,11315,10127,1188
,14973,11285,10127,1158
,15278,11291,10127,1164
,15095,11306,10127,1179
,15388,11306,10127,1179
Avg of 800
,17017,11423,10127,1296
,17046,11449,10127,1322
,17132,11415,10127,1288
,17072,11395,10127,1268
,17050,11441,10127,1314
,17066,11407,10127,1280
,16934,11436,10127,1309
,16865,11430,10127,1303
,16910,11425,10127,1298
,16987,11440,10127,1313
Avg of 900
,18456,11570,10127,1443
,19114,11562,10127,1435
,18828,11606,10127,1479
,18881,11553,10127,1426
,18944,11587,10127,1460
,18833,11597,10127,1470
,18868,11563,10127,1436
,18707,11581,10127,1454
,19083,11572,10127,1445
,19046,11558,10127,1431
Avg of 1000
Random Walk , SV, SV, SV, SV
,1965,10295,10127,168
,1926,10306,10127,179
,1987,10295,10127,168
,1943,10298,10127,171
,1926,10296,10127,169
,1940,10307,10127,180
,1901,10304,10127,177
,1933,10299,10127,172
,1937,10307,10127,180
,1973,10307,10127,180
Avg of 100
,3816,10490,10127,363
,3890,10481,10127,354
,3917,10481,10127,354
,3937,10481,10127,354
,3920,10476,10127,349
,3904,10467,10127,340
,3877,10471,10127,344
,3944,10482,10127,355
,3970,10474,10127,347
,3879,10480,10127,353
Avg of 200
,5777,10673,10127,546
,5833,10641,10127,514
,5841,10636,10127,509
,5849,10652,10127,525
,5841,10658,10127,531
,5860,10649,10127,522
,5695,10655,10127,528
,5886,10657,10127,530
,5779,10651,10127,524
,5842,10649,10127,522
Avg of 300
,7776,10807,10127,680
,7949,10826,10127,699
,7912,10819,10127,692
,7892,10827,10127,700
,7698,10815,10127,688
,7914,10809,10127,682
,7616,10836,10127,709
,7824,10853,10127,726
,7829,10827,10127,700
,7826,10815,10127,688
Avg of 400
,9785,10998,10127,871
,9779,10983,10127,856
,9835,11004,10127,877
,9702,10997,10127,870
,9680,11004,10127,877
,9674,10996,10127,869
,9751,11004,10127,877
,9724,11005,10127,878
,9715,10989,10127,862
,9768,11008,10127,881
Avg of 500
,11657,11179,10127,1052
,11642,11175,10127,1048
,11598,11160,10127,1033
,11652,11177,10127,1050
,11759,11193,10127,1066
,11639,11148,10127,1021
,11533,11191,10127,1064
,11595,11148,10127,1021
,11600,11179,10127,1052
,11587,11179,10127,1052
Avg of 600
,13745,11369,10127,1242
,13600,11343,10127,1216
,13473,11339,10127,1212
,13703,11322,10127,1195
,13690,11356,10127,1229
,13490,11355,10127,1228
,13622,11356,10127,1229
,13702,11328,10127,1201
,13721,11362,10127,1235
,13852,11350,10127,1223
Avg of 700
,15509,11494,10127,1367
,15661,11520,10127,1393
,15403,11529,10127,1402
,15441,11548,10127,1421
,15597,11482,10127,1355
,15537,11523,10127,1396
,15545,11535,10127,1408
,15657,11492,10127,1365
,15534,11493,10127,1366
,15339,11524,10127,1397
Avg of 800
,17562,11706,10127,1579
,17448,11682,10127,1555
,17558,11668,10127,1541
,17675,11679,10127,1552
,17658,11662,10127,1535
,17681,11738,10127,1611
,17460,11707,10127,1580
,17305,11726,10127,1599
,17345,11658,10127,1531
,17596,11671,10127,1544
Avg of 900
,19300,11862,10127,1735
,19389,11846,10127,1719
,19399,11851,10127,1724
,19393,11888,10127,1761
,19475,11860,10127,1733
,19570,11884,10127,1757
,19549,11816,10127,1689
,19680,11843,10127,1716
,19490,11889,10127,1762
,19530,11876,10127,1749
Avg of 1000
Random Walk , SV2, SV2, SV2, SV2
,1955,10302,10127,175
,1890,10295,10127,168
,1949,10309,10127,182
,1936,10301,10127,174
,1993,10301,10127,174
,1912,10301,10127,174
,1925,10298,10127,171
,1911,10301,10127,174
,1939,10309,10127,182
,1959,10304,10127,177
Avg of 100
,3969,10478,10127,351
,3925,10462,10127,335
,3916,10477,10127,350
,3872,10466,10127,339
,3814,10484,10127,357
,3900,10480,10127,353
,3837,10475,10127,348
,3909,10482,10127,355
,3829,10483,10127,356
,3832,10462,10127,335
Avg of 200
,5698,10649,10127,522
,5884,10674,10127,547
,5828,10650,10127,523
,5785,10665,10127,538
,5876,10643,10127,516
,5929,10641,10127,514
,5797,10635,10127,508
,5760,10659,10127,532
,5846,10664,10127,537
,5857,10643,10127,516
Avg of 300
,7652,10825,10127,698
,7712,10821,10127,694
,7871,10825,10127,698
,7768,10842,10127,715
,7792,10849,10127,722
,7774,10845,10127,718
,7858,10822,10127,695
,7762,10823,10127,696
,7800,10831,10127,704
,7722,10817,10127,690
Avg of 400
,9730,11000,10127,873
,9663,10993,10127,866
,9689,10994,10127,867
,9570,11001,10127,874
,9828,11011,10127,884
,9852,11017,10127,890
,9608,10992,10127,865
,9643,11018,10127,891
,9716,11018,10127,891
,9632,11010,10127,883
Avg of 500
,11705,11161,10127,1034
,11654,11171,10127,1044
,11622,11193,10127,1066
,11697,11182,10127,1055
,11773,11175,10127,1048
,11546,11136,10127,1009
,11663,11169,10127,1042
,11740,11171,10127,1044
,11768,11190,10127,1063
,11752,11196,10127,1069
Avg of 600
,13633,11393,10127,1266
,13646,11363,10127,1236
,13884,11346,10127,1219
,13516,11364,10127,1237
,13671,11352,10127,1225
,13623,11361,10127,1234
,13507,11368,10127,1241
,13482,11365,10127,1238
,13641,11352,10127,1225
,13613,11356,10127,1229
Avg of 700
,15530,11550,10127,1423
,15483,11552,10127,1425
,15698,11544,10127,1417
,15535,11503,10127,1376
,15347,11532,10127,1405
,15504,11550,10127,1423
,15472,11532,10127,1405
,15544,11516,10127,1389
,15608,11508,10127,1381
,15530,11531,10127,1404
Avg of 800
,17295,11711,10127,1584
,17530,11681,10127,1554
,17601,11697,10127,1570
,17570,11699,10127,1572
,17347,11711,10127,1584
,17297,11690,10127,1563
,17497,11696,10127,1569
,17588,11737,10127,1610
,17190,11714,10127,1587
,17493,11727,10127,1600
Avg of 900
,19172,11892,10127,1765
,19440,11882,10127,1755
,19323,11899,10127,1772
,19502,11844,10127,1717
,19512,11901,10127,1774
,19333,11885,10127,1758
,19126,11881,10127,1754
,19328,11845,10127,1718
,19369,11874,10127,1747
,19360,11849,10127,1722
Avg of 1000
Random Walk , SVM, SVM, SVM, SVM
,2100,10127,10127,0
,2100,10127,10127,0
,2098,10127,10127,0
,2100,10127,10127,0
,2099,10127,10127,0
,2099,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
Avg of 100
,4200,10127,10127,0
,4199,10127,10127,0
,4200,10127,10127,0
,4200,10127,10127,0
,4198,10127,10127,0
,4199,10127,10127,0
,4198,10127,10127,0
,4197,10127,10127,0
,4199,10127,10127,0
,4200,10127,10127,0
Avg of 200
,6296,10127,10127,0
,6299,10127,10127,0
,6292,10127,10127,0
,6292,10127,10127,0
,6299,10127,10127,0
,6298,10127,10127,0
,6298,10127,10127,0
,6296,10127,10127,0
,6299,10127,10127,0
,6295,10127,10127,0
Avg of 300
,8389,10127,10127,0
,8389,10127,10127,0
,8392,10127,10127,0
,8393,10127,10127,0
,8395,10127,10127,0
,8394,10127,10127,0
,8390,10127,10127,0
,8388,10127,10127,0
,8391,10127,10127,0
,8394,10127,10127,0
Avg of 400
,10491,10127,10127,0
,10486,10127,10127,0
,10483,10127,10127,0
,10490,10127,10127,0
,10483,10127,10127,0
,10483,10127,10127,0
,10490,10127,10127,0
,10486,10127,10127,0
,10491,10127,10127,0
,10485,10127,10127,0
Avg of 500
,12585,10127,10127,0
,12584,10127,10127,0
,12583,10127,10127,0
,12586,10127,10127,0
,12584,10127,10127,0
,12586,10127,10127,0
,12583,10127,10127,0
,12579,10127,10127,0
,12580,10127,10127,0
,12575,10127,10127,0
Avg of 600
,14678,10127,10127,0
,14679,10127,10127,0
,14670,10127,10127,0
,14674,10127,10127,0
,14667,10127,10127,0
,14676,10127,10127,0
,14678,10127,10127,0
,14674,10127,10127,0
,14681,10127,10127,0
,14680,10127,10127,0
Avg of 700
,16770,10127,10127,0
,16771,10127,10127,0
,16760,10127,10127,0
,16769,10127,10127,0
,16770,10127,10127,0
,16763,10127,10127,0
,16771,10127,10127,0
,16767,10127,10127,0
,16771,10127,10127,0
,16768,10127,10127,0
Avg of 800
,18855,10127,10127,0
,18858,10127,10127,0
,18865,10127,10127,0
,18841,10127,10127,0
,18857,10127,10127,0
,18866,10127,10127,0
,18864,10127,10127,0
,18860,10127,10127,0
,18849,10127,10127,0
,18853,10127,10127,0
Avg of 900
,20954,10127,10127,0
,20957,10127,10127,0
,20948,10127,10127,0
,20952,10127,10127,0
,20949,10127,10127,0
,20956,10127,10127,0
,20967,10127,10127,0
,20943,10127,10127,0
,20955,10127,10127,0
,20950,10127,10127,0
Avg of 1000
Random Walk , SVM2, SVM2, SVM2, SVM2
,2098,10127,10127,0
,2099,10127,10127,0
,2099,10127,10127,0
,2099,10127,10127,0
,2099,10127,10127,0
,2099,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
,2100,10127,10127,0
Avg of 100
,4198,10127,10127,0
,4198,10127,10127,0
,4197,10127,10127,0
,4199,10127,10127,0
,4199,10127,10127,0
,4197,10127,10127,0
,4197,10127,10127,0
,4198,10127,10127,0
,4198,10127,10127,0
,4197,10127,10127,0
Avg of 200
,6293,10127,10127,0
,6293,10127,10127,0
,6297,10127,10127,0
,6294,10127,10127,0
,6299,10127,10127,0
,6291,10127,10127,0
,6297,10127,10127,0
,6296,10127,10127,0
,6296,10127,10127,0
,6292,10127,10127,0
Avg of 300
,8390,10127,10127,0
,8393,10127,10127,0
,8391,10127,10127,0
,8390,10127,10127,0
,8389,10127,10127,0
,8393,10127,10127,0
,8387,10127,10127,0
,8392,10127,10127,0
,8387,10127,10127,0
,8396,10127,10127,0
Avg of 400
,10487,10127,10127,0
,10486,10127,10127,0
,10479,10127,10127,0
,10495,10127,10127,0
,10481,10127,10127,0
,10486,10127,10127,0
,10492,10127,10127,0
,10488,10127,10127,0
,10489,10127,10127,0
,10482,10127,10127,0
Avg of 500
,12576,10127,10127,0
,12582,10127,10127,0
,12583,10127,10127,0
,12582,10127,10127,0
,12581,10127,10127,0
,12582,10127,10127,0
,12581,10127,10127,0
,12579,10127,10127,0
,12588,10127,10127,0
,12586,10127,10127,0
Avg of 600
,14667,10127,10127,0
,14669,10127,10127,0
,14672,10127,10127,0
,14676,10127,10127,0
,14671,10127,10127,0
,14681,10127,10127,0
,14675,10127,10127,0
,14673,10127,10127,0
,14673,10127,10127,0
,14676,10127,10127,0
Avg of 700
,16772,10127,10127,0
,16763,10127,10127,0
,16770,10127,10127,0
,16775,10127,10127,0
,16772,10127,10127,0
,16768,10127,10127,0
,16765,10127,10127,0
,16769,10127,10127,0
,16760,10127,10127,0
,16771,10127,10127,0
Avg of 800
,18859,10127,10127,0
,18865,10127,10127,0
,18863,10127,10127,0
,18860,10127,10127,0
,18851,10127,10127,0
,18868,10127,10127,0
,18862,10127,10127,0
,18863,10127,10127,0
,18862,10127,10127,0
,18855,10127,10127,0
Avg of 900
,20951,10127,10127,0
,20946,10127,10127,0
,20947,10127,10127,0
,20958,10127,10127,0
,20946,10127,10127,0
,20950,10127,10127,0
,20953,10127,10127,0
,20943,10127,10127,0
,20947,10127,10127,0
,20946,10127,10127,0
Avg of 1000
