Box 1; 200
,17516,548,200,348,0.05768033066528211,0.09200226934034299,0
,17407,560,200,360,0.05529664446902939,0.08857896397170208,0
,17193,534,200,334,0.05708516567881194,0.08968639935009798,0
,17079,426,200,226,0.07200334594704491,0.09834032213495213,0
,17192,484,200,284,0.0649195461849242,0.09769138744036958,0
,17357,520,200,320,0.05943113811156846,0.09062137799280319,0
,17178,452,200,252,0.06599839608026323,0.09676390750134584,0
,17290,516,200,316,0.05657679772838402,0.08801752003380259,0
,17275,502,200,302,0.0630109022213222,0.0946825195741236,0
,17400,540,200,340,0.05630419826896046,0.09090745375348387,0
Average
,17381,694,400,294,0.062403610159740976,0.06736275072968721,0
,17642,752,400,352,0.05524845514408797,0.070379244936956,0
,17367,700,400,300,0.060186496244837975,0.06895377754405858,0
,17511,728,400,328,0.060927693777364914,0.07346126160117687,0
,17537,734,400,334,0.061689043787303194,0.0749414409969314,0
,17495,696,400,296,0.06378444829310044,0.06941157930765125,0
,17541,736,400,336,0.05949019298926801,0.06990612744526709,0
,17455,706,400,306,0.0631821678266964,0.07094291302033374,0
,17404,700,400,300,0.06253135921956328,0.07134598609977534,0
,17223,698,400,298,0.062388735800320984,0.07023539132703775,0
Average
,17372,896,600,296,0.05935318360564906,0.057678547753236865,0
,17716,968,600,368,0.054419789161241426,0.058716642938098994,0
,17460,912,600,312,0.060423005003722684,0.05911317080864265,0
,17430,896,600,296,0.0607813379116698,0.057557392862953305,0
,17323,864,600,264,0.06235749649925211,0.058578131628916334,0
,17467,930,600,330,0.05749401409401952,0.05874952785321705,0
,17317,866,600,266,0.061106690116463434,0.05732474494782703,0
,17612,926,600,326,0.05815436198056835,0.058782924956412075,0
,17690,950,600,350,0.05664103702767105,0.057203827662954995,0
,17678,946,600,346,0.05670169280579066,0.05752853545097372,0
Average
,17596,1138,800,338,0.05440574011701004,0.05119740052583924,0
,17744,1144,800,344,0.05540747879952179,0.050789629514125106,0
,17413,1052,800,252,0.05952228945306994,0.0495905011170884,0
,17496,1140,800,340,0.05575444402523985,0.05130870966902155,0
,17739,1138,800,338,0.05367154089100444,0.05025930190108464,0
,17421,1070,800,270,0.05873627272294104,0.05043961559024364,0
,17525,1104,800,304,0.055759708497582085,0.04918445259805339,0
,17602,1130,800,330,0.05525542313591207,0.04944214657859874,0
,17709,1140,800,340,0.056498068455598086,0.052173234315375926,0
,17528,1144,800,344,0.05412680952467902,0.050159508965518684,0
Average
,17594,1314,1000,314,0.053226582296662196,0.04461099600489227,0
,17537,1292,1000,292,0.05435029453385707,0.04412620777071808,0
,17544,1334,1000,334,0.05091634593592841,0.044239541895610385,0
,17596,1308,1000,308,0.05308493536764531,0.04407663090337134,0
,17668,1344,1000,344,0.05066177250063835,0.04402490579424086,0
,17675,1336,1000,336,0.052846635852166465,0.04517368187406968,0
,17710,1314,1000,314,0.05367025649544643,0.0451103095910888,0
,17684,1306,1000,306,0.05303405483162559,0.04464298209927078,0
,17716,1318,1000,318,0.05284778988271735,0.04616738219538219,0
,17547,1310,1000,310,0.0533072425536095,0.04458230073318894,0
Average
,17721,1540,1200,340,0.04979924880594985,0.04094792160414402,0
,17723,1496,1200,296,0.05031580473859202,0.040145999484580114,0
,17543,1542,1200,342,0.049114498388378565,0.039723097394341156,0
,17615,1522,1200,322,0.049686633934017205,0.03988704033449362,0
,17564,1528,1200,328,0.05054000393420583,0.040370673758248286,0
,17445,1508,1200,308,0.04903684721432969,0.039927479553722764,0
,17726,1550,1200,350,0.04823168193395648,0.04045804317268504,0
,17696,1538,1200,338,0.049881266633814224,0.039665936156732085,0
,17494,1466,1200,266,0.051837689620028965,0.04047336747682872,0
,17624,1530,1200,330,0.04947745009039819,0.0404826321185413,0
Box 2; 200
,18778,994,200,794,0.02971377388610092,0.0701241173769814,0
,18936,1052,200,852,0.026443320464842466,0.06595030107839997,0
,19061,1060,200,860,0.026663937240829275,0.06773580617926278,0
,18979,1040,200,840,0.025831067675628087,0.062260054415416266,0
,18586,1012,200,812,0.028447864924033436,0.06978768196723047,0
,18805,1006,200,806,0.028277295792087837,0.06855796525804508,0
,19052,1030,200,830,0.027454815872656937,0.06630996786075817,0
,18882,1046,200,846,0.024634931071394167,0.06347071293659196,0
,19085,1034,200,834,0.025526798515647268,0.06240638873537528,0
,18935,1090,200,890,0.025587423143027945,0.06449532213243638,0
Average
,19065,1208,400,808,0.0325476391607452,0.056459646790047766,0
,19026,1296,400,896,0.03161404245236462,0.058228014932152024,0
,18790,1176,400,776,0.03444990498825771,0.058597621299894195,0
,18687,1152,400,752,0.03569480235376978,0.06132661975544344,0
,19072,1218,400,818,0.034661549893860194,0.0606249370785927,0
,18883,1232,400,832,0.031526862835642246,0.056678222998902544,0
,18995,1226,400,826,0.0333434833673375,0.058879276279848326,0
,18982,1278,400,878,0.0319917760506593,0.05928633769803375,0
,19028,1224,400,824,0.03244102105286359,0.05866694835232999,0
,19148,1208,400,808,0.03563465772775134,0.061433793915445026,0
Average
,18920,1378,600,778,0.0362479520401661,0.05211663771364818,0
,19260,1440,600,840,0.03605371755620454,0.052795240944512704,0
,19071,1422,600,822,0.03553841276359308,0.05092634338557583,0
,19210,1422,600,822,0.03561993665939625,0.05228605068077614,0
,19305,1442,600,842,0.03448678262295789,0.0517473786661985,0
,19165,1442,600,842,0.03580144780372213,0.05158208345862187,0
